-0.44987,-0.20049,-0.48729,-0.061085,-0.051024,-0.021653,0.30788,-0.057097,-0.01561,0.13241,0.36023,0.20951,-0.00044486,0.045643,0.21099,0.55061,0.18639,0.058702,18.0,-51.0,29.0,44.0,-25.0,20.0,-78.0,-4.0,-57.0,0.0054868,-0.0048718,0.0031912,5.2026999999999995e-05,0.00034499,0.0025141,-0.00020454,-0.0019931,-0.00061825,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.035905,-103.75,-118.97,153.85,-62.466,208.04,4.4696,-46.665,144.79,-25.231,-205.13,-40.358,92.609,8.8504,61.909,69.962,91.949,-202.33,-15.71,-56.219,-13.258,232.95,-258.27,57.025,60.528,61.473,5.548,51.505,29.502,-200.39,9.626,44.402,75.328,3.3595,50.048,58.79,-279.63,87.446,29.345,-6.6092,-1.6112,164.97,-33.687,174.21,-143.19,139.31,-149.61,164.81,-172.86,-181.69,-175.61,-17.869,-13.961,-9.2109,4.5912,23.21,146.23,-178.08,152.01,-129.72,126.48,-147.33,168.65,180.33
-0.52843,-0.25912,-0.42584,-0.061339,-0.075853,-0.027442,0.30166,-0.064007,-0.042905,0.33057,0.23707,0.36533,0.0065008,0.052863,0.22453,0.54726,0.17977,0.085435,25.0,-23.0,28.0,46.0,-54.0,39.0,-78.0,-2.0,-68.0,0.0076492,-0.0044639,0.0024742,0.0007446,-6.5452e-06,0.0025198,-0.00038057,-0.0019782,-0.0010207,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.033818,-79.48,-74.092,269.18,-6.4591,-182.79,75.153,-44.098,144.19,-4.2769,-172.27,-25.832,-29.895,60.674,138.23,56.429,64.801,-263.34,34.945,39.544,44.425,73.094,-246.18,55.202,-4.3122,-35.971,-40.005,242.11,-30.704,-183.13,-1.799,-28.792,291.79,-17.592,-74.246,-17.671,-227.06,41.538,25.262,116.33,27.411,1.8463,-33.862,171.56,-147.08,155.06,-172.17,180.6,-177.51,177.89,-157.22,1.2871,-49.295,-28.774,9.7736,-4.6825,103.02,-182.73,168.97,-151.29,124.89,-118.42,125.41,203.31
-0.49823,-0.26346,-0.40683,-0.050683,-0.066742,-0.024397,0.275,-0.13061,-0.10567,0.28596,0.33375,0.26932,0.01092,0.054195,0.21799,0.54572,0.13984,0.011345,26.0,-24.0,29.0,60.0,-39.0,42.0,-78.0,-3.0,-67.0,0.008925,-0.0058038,0.0027718,0.00058406,-5.7378999999999994e-05,0.0024386,-0.000653,-0.0024464,-0.00085056,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.020957,-34.94,190.48,-1.2839,-261.78,-38.176,170.91,-18.192,-21.046,-93.653,-72.957,-68.327,-2.0539,22.286,171.42,39.634,98.349,-299.6,62.743,-17.442,69.406,91.777,-253.62,56.482,10.46,35.242,83.919,2.4787,16.242,-215.68,35.917,-31.472,246.43,-67.954,-4.5022,24.38,-249.36,54.252,39.9,61.425,36.881,1.0403,24.462,175.38,-148.25,149.0,-167.19,179.77,-182.26,182.68,-178.23,-66.03,21.203,-51.797,38.823,-53.34,161.33,-180.05,151.52,-127.85,117.96,-125.76,139.76,193.23
-0.42405,-0.18392,-0.33761,-0.035511,-0.048362,-0.0083828,0.23487,-0.19757,-0.075233,0.13323,0.36197,0.23595,0.0055219,0.04956,0.20653,0.52872,0.090989,0.020836,28.0,-28.0,29.0,-21.0,-29.0,6.0,-78.0,-6.0,-65.0,0.0064769,-0.0029565,0.0023259,-6.934e-05,-0.00016856,0.0026808,-0.00098839,-0.0023615,-0.00013594,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,0.039082,-158.99,2.8221,-30.801,141.13,76.543,-40.217,60.951,127.98,23.056,-287.21,51.967,54.654,21.711,70.501,-105.54,-26.183,-123.12,2.3447,-65.094,49.997,230.67,-229.17,43.547,32.762,132.89,-237.57,229.2,-11.974,136.51,-316.7,12.579,84.116,-107.58,153.42,62.59,24.016,-211.31,23.024,-58.368,-70.664,97.985,146.24,180.61,-162.35,162.92,-172.28,175.44,-174.91,178.39,-163.68,-115.37,62.628,-70.367,81.599,-93.077,145.09,172.44,-196.78,-135.79,124.88,-134.61,145.45,194.52
-0.21487,-0.24508,-0.25204,-0.11179,-0.045751,-0.035225,0.21666,-0.21651,-0.085224,0.3312,0.30708,0.39086,0.06066,0.01056,0.19829,0.50028,0.076573,-0.0048717,18.0,-21.0,-38.0,43.0,-45.0,47.0,-78.0,-66.0,2.0,0.0036152,-0.0011321,-0.0020848,0.0010186,0.00027247,0.0023038,-0.0010403,-0.0025247,0.00044022,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.047849,-17.501,212.25,-3.1191,-180.51,68.444,69.075,-55.445,-20.858,-76.027,-132.52,-16.544,17.272,57.343,99.688,34.289,109.61,-283.95,48.857,-6.0599,-66.623,231.43,176.66,-7.8247,-31.259,-119.64,-21.954,-0.086438,241.27,-199.76,17.896,-127.14,324.51,-316.21,329.43,-102.74,-198.42,29.053,22.409,144.43,-318.3,344.37,-81.318,171.25,-167.95,-158.35,135.09,217.37,-196.2,180.1,160.81,186.92,-77.977,86.99,-178.42,-149.69,154.25,-168.03,172.94,161.3,-164.67,179.68,-194.52,192.15
-0.20233,-0.14148,-0.17069,-0.035831,-0.023961,-0.014849,0.21946,-0.18309,-0.1127,0.29163,0.27999,0.30406,0.028548,0.03014,0.19428,0.49127,0.085135,-0.062311,25.0,-33.0,29.0,32.0,-33.0,48.0,-78.0,-2.0,10.0,0.0029577,-0.001098,0.0003279,0.00029478,0.00022983,0.0021517,-0.00092295,-0.002759,0.00037434,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.040255,-143.15,21.73,-135.07,191.86,108.09,-28.43,40.799,155.65,-50.462,-190.96,11.581,13.976,68.572,75.417,114.33,34.962,-220.22,55.92,-25.271,-55.557,270.75,-259.14,73.984,-8.0147,95.682,87.678,-27.55,42.413,-216.52,32.072,-54.296,171.19,18.359,-21.597,78.796,-222.84,41.271,37.086,49.585,128.02,0.96789,-68.299,176.69,-163.33,176.13,-196.77,200.69,-192.61,184.39,176.68,-131.03,112.59,-142.42,185.6,-192.15,184.52,180.96,-192.16,-160.93,159.9,190.38,-182.22,180.05
-0.16405,-0.13868,-0.17773,-0.038359,-0.010801,-0.02357,0.19094,-0.21393,-0.099914,0.25096,0.20437,0.29652,0.038166,0.023666,0.17549,0.45783,0.058567,-0.019827,23.0,-53.0,27.0,47.0,-28.0,42.0,-78.0,-73.0,9.0,0.0020467,-0.00081382,0.00022483,0.00046029,0.00011046,0.0020063,-0.00099046,-0.0024529,0.00099863,2.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,0.046223,-87.126,-103.7,326.88,-202.12,-8.5758,143.03,21.457,81.172,-25.332,-191.92,-3.226,-20.152,113.13,65.595,5.4778,58.357,-257.3,64.482,28.569,234.23,-66.202,-214.58,29.075,17.929,47.783,133.01,-352.78,324.46,-189.12,10.42,-7.553,167.58,-73.095,-83.424,191.65,-206.6,16.229,39.246,56.942,-225.37,7.4051,268.82,176.83,-166.14,179.58,-203.12,209.06,-196.91,184.23,-175.59,-160.77,158.84,-180.73,203.54,-202.25,182.99,177.41,-184.99,186.73,-180.52,175.89,-176.15,178.91
-0.49824,-0.20344,-0.35105,-0.040123,-0.034535,-0.019059,0.17457,-0.22333,-0.079122,0.26763,0.37325,0.31149,0.014729,0.021084,0.17239,0.44132,0.041846,0.0071749,23.0,-45.0,27.0,32.0,26.0,47.0,-78.0,-2.0,10.0,0.00034138,-0.0013445,0.0012611,-0.00026573,0.00022954,0.002197,-0.0010953,-0.0020526,0.00088869,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,0.049924,-147.23,-81.795,293.21,-209.21,21.217,144.83,5.5153,159.47,-25.961,-194.55,-34.672,14.937,118.79,35.694,164.75,67.059,-233.92,71.503,1.5909,214.45,-32.951,-324.94,143.83,-33.866,133.86,7.7037,60.566,-263.17,-184.32,6.6243,280.04,-154.38,-29.974,4.7604,119.31,-268.63,81.117,51.724,77.868,-198.31,-61.168,279.29,176.66,-159.83,169.08,-188.07,192.41,-186.99,182.5,-182.26,-142.29,121.25,-119.01,152.2,160.68,-159.98,-177.99,166.67,-157.84,144.07,200.13,-170.51,169.82
-0.47156,-0.22771,-0.31165,-0.048298,-0.02484,-0.016352,0.17367,-0.21856,-0.083695,0.28554,0.2793,0.31292,0.030188,0.022175,0.16523,0.43668,0.042664,-0.0023169,27.0,-48.0,29.0,36.0,59.0,5.0,-78.0,-2.0,2.0,0.0067289,-0.0026215,0.0019364,-7.467000000000001e-06,0.00031183,0.0018969,-0.0010259,-0.0020982,0.00089534,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,0.047776,-103.96,-15.64,-110.64,149.03,-53.86,186.66,15.587,121.95,-4.0261,-232.28,6.8056,-23.941,133.56,32.315,31.859,18.265,-214.85,77.375,-9.8779,232.32,-23.941,-275.16,104.53,-14.806,82.606,36.824,-254.27,20.074,-203.97,35.753,-51.385,150.7,-20.468,-147.73,266.3,-242.39,57.578,31.261,33.115,-162.89,-25.752,271.98,173.69,-156.8,169.17,-193.13,203.21,-196.46,185.09,-188.97,-120.93,109.63,-148.06,215.94,120.38,-160.84,-173.14,158.16,-156.2,162.98,173.56,-158.39,169.5
-0.47737,-0.25511,-0.36945,-0.042492,-0.024412,-0.018908,0.16865,-0.21962,-0.083093,0.26951,0.31625,0.35693,0.02431,0.015168,0.16262,0.42897,0.039055,0.00037546,22.0,-46.0,26.0,33.0,23.0,10.0,-78.0,-2.0,2.0,0.00012914,-0.00028623,0.00089874,-7.0689e-05,0.00011278,0.0020103,-0.0010363,-0.0020616,0.00093859,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,0.048231,-141.98,-47.426,-78.351,136.02,-11.771,160.05,2.8765,155.92,-14.151,-227.95,11.295,-10.8,123.63,23.894,158.93,44.014,-235.67,75.893,5.6674,224.5,-28.327,-56.622,-129.9,-18.42,84.946,51.827,63.582,-291.93,-104.02,-80.374,-45.772,161.51,-23.578,-39.776,160.12,-267.71,83.536,26.935,33.757,-142.49,-29.871,263.44,175.1,-158.57,168.41,-191.0,199.04,-192.67,184.91,-182.03,-156.97,144.73,-142.35,168.16,159.18,-162.96,-178.21,171.93,-167.11,156.37,192.61,-170.19,170.64
